book,coref_id,character_name,provider,pred_O,gt_O,pred_C,gt_C,pred_E,gt_E,pred_A,gt_A,pred_N,gt_N
alices_adventures_in_wonderland,909,the Queen,Anthropic,-0.6,-0.3800294117647059,0.1,-0.7077235294117648,0.9,0.40760588235294115,-0.95,-0.8678,0.85,0.8893764705882353
alices_adventures_in_wonderland,909,the Queen,Google,-0.4,-0.3800294117647059,-0.6,-0.7077235294117648,0.9,0.40760588235294115,-1.0,-0.8678,1.0,0.8893764705882353
alices_adventures_in_wonderland,299,the Cat,OpenAI,0.7,0.7980823529411764,0.1,-0.3063,0.2,-0.05112941176470588,0.0,0.3750705882352941,-0.4,-0.4878
alices_adventures_in_wonderland,299,the Cat,Anthropic,0.85,0.7980823529411764,-0.3,-0.3063,0.5,-0.05112941176470588,-0.2,0.3750705882352941,-0.6,-0.4878
alices_adventures_in_wonderland,299,the Cat,Google,0.9,0.7980823529411764,-0.5,-0.3063,0.1,-0.05112941176470588,-0.2,0.3750705882352941,-1.0,-0.4878
alices_adventures_in_wonderland,220,the Caterpillar,OpenAI,0.1,0.4857000000000001,0.4,0.30186666666666667,-0.2,-0.22350000000000003,-0.6,0.13310000000000005,-0.3,-0.4047
alices_adventures_in_wonderland,220,the Caterpillar,Anthropic,0.3,0.4857000000000001,0.2,0.30186666666666667,0.5,-0.22350000000000003,-0.7,0.13310000000000005,0.3,-0.4047
alices_adventures_in_wonderland,220,the Caterpillar,Google,0.2,0.4857000000000001,0.6,0.30186666666666667,-0.5,-0.22350000000000003,-0.8,0.13310000000000005,-0.4,-0.4047
alices_adventures_in_wonderland,26,the White Rabbit,OpenAI,0.1,-0.2795352941176471,0.6,-0.10777647058823529,-0.2,-0.483535294117647,0.0,0.16140000000000002,0.9,0.6110411764705882
alices_adventures_in_wonderland,26,the White Rabbit,Anthropic,-0.3,-0.2795352941176471,0.6,-0.10777647058823529,-0.2,-0.483535294117647,-0.1,0.16140000000000002,0.85,0.6110411764705882
alices_adventures_in_wonderland,26,the White Rabbit,Google,-0.3,-0.2795352941176471,0.5,-0.10777647058823529,-0.1,-0.483535294117647,0.1,0.16140000000000002,0.9,0.6110411764705882
alls_well_that_ends_well,char_parolles,Parolles,OpenAI,-0.2,0.001364000000000004,-0.5,-0.6792279999999999,0.5,0.571224,-0.5,-0.571608,0.6,0.55128
alls_well_that_ends_well,char_parolles,Parolles,Anthropic,0.6,0.001364000000000004,-0.7,-0.6792279999999999,0.8,0.571224,-0.6,-0.571608,0.7,0.55128
alls_well_that_ends_well,char_parolles,Parolles,Google,0.0,0.001364000000000004,-0.5,-0.6792279999999999,0.0,0.571224,-0.5,-0.571608,0.5,0.55128
alls_well_that_ends_well,char_helena,Helena,OpenAI,0.3,0.768788,0.6,0.741996,0.1,0.351648,0.2,0.547856,0.4,0.102772
alls_well_that_ends_well,char_helena,Helena,Anthropic,0.7,0.768788,0.8,0.741996,0.3,0.351648,0.6,0.547856,0.5,0.102772
alls_well_that_ends_well,char_helena,Helena,Google,0.5,0.768788,0.5,0.741996,-0.5,0.351648,0.5,0.547856,-0.5,0.102772
alls_well_that_ends_well,char_bertram,Bertram,OpenAI,0.0,-0.09952799999999999,-0.5,-0.47686399999999995,0.5,0.41508,-0.5,-0.539756,0.0,0.393744
alls_well_that_ends_well,char_bertram,Bertram,Anthropic,-0.5,-0.09952799999999999,-0.5,-0.47686399999999995,0.5,0.41508,-0.7,-0.539756,0.6,0.393744
alls_well_that_ends_well,char_bertram,Bertram,Google,0.0,-0.09952799999999999,-0.5,-0.47686399999999995,-0.5,0.41508,-0.5,-0.539756,0.5,0.393744
alls_well_that_ends_well,char_lafew,Lafew,OpenAI,0.0,0.28217600000000004,0.5,0.44088399999999994,0.5,0.570544,0.5,0.416832,-0.5,-0.513052
alls_well_that_ends_well,char_lafew,Lafew,Anthropic,0.3,0.28217600000000004,0.6,0.44088399999999994,0.7,0.570544,-0.2,0.416832,0.4,-0.513052
alls_well_that_ends_well,char_lafew,Lafew,Google,0.5,0.28217600000000004,0.0,0.44088399999999994,0.0,0.570544,0.5,0.416832,-0.5,-0.513052
alls_well_that_ends_well,char_countess_of_rossillon,Countess Of Rossillon,OpenAI,0.0,0.14753599999999997,0.5,0.569584,0.2,0.21585200000000002,0.7,0.749428,-0.2,-0.44961599999999996
alls_well_that_ends_well,char_countess_of_rossillon,Countess Of Rossillon,Anthropic,0.6,0.14753599999999997,0.7,0.569584,-0.4,0.21585200000000002,0.8,0.749428,0.5,-0.44961599999999996
alls_well_that_ends_well,char_countess_of_rossillon,Countess Of Rossillon,Google,0.0,0.14753599999999997,0.0,0.569584,-0.5,0.21585200000000002,0.5,0.749428,0.0,-0.44961599999999996
alls_well_that_ends_well,char_king_of_france,King Of France,OpenAI,0.0,0.268016,0.5,0.558496,0.5,0.281996,0.5,0.487256,-0.5,-0.30312799999999995
alls_well_that_ends_well,char_king_of_france,King Of France,Anthropic,0.3,0.268016,0.6,0.558496,0.5,0.281996,0.7,0.487256,-0.4,-0.30312799999999995
alls_well_that_ends_well,char_king_of_france,King Of France,Google,0.2,0.268016,0.3,0.558496,-0.2,0.281996,0.4,0.487256,-0.3,-0.30312799999999995
alls_well_that_ends_well,char_first_lord,First Lord,OpenAI,-0.25,0.007895999999999999,0.0,0.266468,0.25,0.12936,-0.5,0.118404,-0.25,-0.1701
alls_well_that_ends_well,char_first_lord,First Lord,Anthropic,0.6,0.007895999999999999,0.7,0.266468,0.5,0.12936,-0.4,0.118404,-0.6,-0.1701
alls_well_that_ends_well,char_first_lord,First Lord,Google,0.5,0.007895999999999999,0.5,0.266468,-0.5,0.12936,0.0,0.118404,-0.5,-0.1701
alls_well_that_ends_well,char_clown,Clown,OpenAI,0.0,0.615572,-0.5,-0.377428,0.5,0.6341919999999999,0.0,-0.13441999999999998,-0.5,-0.1216
alls_well_that_ends_well,char_clown,Clown,Anthropic,0.8,0.615572,-0.6,-0.377428,0.9,0.6341919999999999,-0.4,-0.13441999999999998,0.3,-0.1216
alls_well_that_ends_well,char_clown,Clown,Google,0.5,0.615572,-0.5,-0.377428,0.0,0.6341919999999999,0.0,-0.13441999999999998,0.5,-0.1216
alls_well_that_ends_well,char_diana,Diana,OpenAI,0.2,0.14904,0.6,0.592384,-0.1,0.170136,0.1,0.48522799999999994,0.0,-0.36386799999999997
alls_well_that_ends_well,char_diana,Diana,Anthropic,0.6,0.14904,0.7,0.592384,-0.4,0.170136,0.5,0.48522799999999994,-0.6,-0.36386799999999997
alls_well_that_ends_well,char_diana,Diana,Google,0.0,0.14904,0.5,0.592384,-0.5,0.170136,0.5,0.48522799999999994,-0.5,-0.36386799999999997
alls_well_that_ends_well,char_second_lord,Second Lord,OpenAI,-0.2,-0.08811599999999999,0.0,0.11956,0.2,0.06132,0.0,0.023492,-0.3,-0.143864
alls_well_that_ends_well,char_second_lord,Second Lord,Anthropic,0.0,-0.08811599999999999,0.5,0.11956,0.6,0.06132,-0.3,0.023492,-0.4,-0.143864
alls_well_that_ends_well,char_second_lord,Second Lord,Google,0.0,-0.08811599999999999,0.5,0.11956,-0.5,0.06132,0.0,0.023492,0.0,-0.143864
an_enemy_of_the_people,char_dr_thomas_stockmann,Dr. Thomas Stockmann,OpenAI,0.6,0.9774,0.4,0.5697,0.3,0.7774000000000001,-0.6,-0.0232,0.6,0.0654
an_enemy_of_the_people,char_dr_thomas_stockmann,Dr. Thomas Stockmann,Anthropic,0.7,0.9774,-0.4,0.5697,0.8,0.7774000000000001,-0.6,-0.0232,0.7,0.0654
an_enemy_of_the_people,char_dr_thomas_stockmann,Dr. Thomas Stockmann,Google,0.8,0.9774,-0.3,0.5697,0.6,0.7774000000000001,-0.7,-0.0232,0.4,0.0654
an_enemy_of_the_people,char_hovstad,Hovstad,OpenAI,0.0,0.4659,0.5,0.5487,0.5,0.4597,-0.5,-0.1373,0.0,-0.4325
an_enemy_of_the_people,char_hovstad,Hovstad,Anthropic,0.5,0.4659,-0.5,0.5487,0.7,0.4597,-0.6,-0.1373,0.4,-0.4325
an_enemy_of_the_people,char_hovstad,Hovstad,Google,0.0,0.4659,0.0,0.5487,0.0,0.4597,-0.5,-0.1373,0.0,-0.4325
an_enemy_of_the_people,char_peter_stockmann,Peter Stockmann,OpenAI,-0.3,-0.4382,0.8,0.6414,0.3,-0.0203,-0.6,-0.254,0.2,-0.4641
an_enemy_of_the_people,char_peter_stockmann,Peter Stockmann,Anthropic,-0.8,-0.4382,0.7,0.6414,0.6,-0.0203,-0.75,-0.254,0.5,-0.4641
an_enemy_of_the_people,char_peter_stockmann,Peter Stockmann,Google,0.0,-0.4382,-0.5,0.6414,-0.5,-0.0203,-0.5,-0.254,0.5,-0.4641
an_enemy_of_the_people,char_mrs_stockmann,Mrs. Stockmann,OpenAI,-0.2,-0.3564,0.2,0.5012,-0.2,-0.23840000000000003,0.7,0.4425,0.4,0.0857
an_enemy_of_the_people,char_mrs_stockmann,Mrs. Stockmann,Anthropic,-0.6,-0.3564,0.7,0.5012,-0.4,-0.23840000000000003,0.6,0.4425,0.5,0.0857
an_enemy_of_the_people,char_mrs_stockmann,Mrs. Stockmann,Google,0.0,-0.3564,0.0,0.5012,-0.5,-0.23840000000000003,0.5,0.4425,0.0,0.0857
an_enemy_of_the_people,char_aslaksen,Aslaksen,OpenAI,-0.3,-0.4626,0.5,0.6841,0.2,0.011800000000000001,0.6,0.2138,-0.4,-0.4976
an_enemy_of_the_people,char_aslaksen,Aslaksen,Anthropic,-0.7,-0.4626,0.6,0.6841,0.5,0.011800000000000001,-0.6,0.2138,0.3,-0.4976
an_enemy_of_the_people,char_aslaksen,Aslaksen,Google,0.0,-0.4626,0.5,0.6841,-0.5,0.011800000000000001,0.0,0.2138,0.0,-0.4976
an_enemy_of_the_people,char_petra,Petra,OpenAI,0.3,0.6745,0.4,0.597,0.2,0.193,0.6,0.5736,-0.3,-0.5053
an_enemy_of_the_people,char_petra,Petra,Anthropic,0.7,0.6745,0.6,0.597,0.5,0.193,0.8,0.5736,0.3,-0.5053
an_enemy_of_the_people,char_petra,Petra,Google,0.5,0.6745,0.0,0.597,-0.5,0.193,0.5,0.5736,-0.5,-0.5053
an_enemy_of_the_people,char_billing,Billing,OpenAI,-0.2,0.0461,0.0,-0.1416,0.6,0.0538,-0.3,-0.1397,0.4,0.0761
an_enemy_of_the_people,char_billing,Billing,Anthropic,0.3,0.0461,-0.4,-0.1416,0.7,0.0538,-0.6,-0.1397,0.5,0.0761
an_enemy_of_the_people,char_billing,Billing,Google,0.5,0.0461,-0.5,-0.1416,0.0,0.0538,0.0,-0.1397,0.5,0.0761
an_enemy_of_the_people,char_morten_kiil,Morten Kiil,OpenAI,-0.3,-0.3167,0.4,0.5522,0.1,-0.1005,-0.6,-0.6342,0.5,-0.0275
an_enemy_of_the_people,char_morten_kiil,Morten Kiil,Anthropic,-0.7,-0.3167,0.6,0.5522,0.5,-0.1005,-0.6,-0.6342,0.7,-0.0275
an_enemy_of_the_people,char_morten_kiil,Morten Kiil,Google,0.0,-0.3167,0.0,0.5522,-0.5,-0.1005,-0.5,-0.6342,0.5,-0.0275
an_ideal_husband,char_lord_goring,Lord Goring,OpenAI,0.3,0.7345079999999999,0.0,-0.14948,0.6,0.80866,0.2,0.22305999999999998,-0.4,-0.505708
an_ideal_husband,char_lord_goring,Lord Goring,Anthropic,0.8,0.7345079999999999,-0.3,-0.14948,0.9,0.80866,0.6,0.22305999999999998,-0.7,-0.505708
an_ideal_husband,char_lord_goring,Lord Goring,Google,0.5,0.7345079999999999,0.0,-0.14948,0.5,0.80866,0.5,0.22305999999999998,-0.5,-0.505708
an_ideal_husband,char_sir_robert_chiltern,Sir Robert Chiltern,OpenAI,0.2,-0.258336,0.6,0.720648,0.4,0.43326000000000003,-0.2,-0.09692799999999999,0.6,0.30714800000000003
an_ideal_husband,char_sir_robert_chiltern,Sir Robert Chiltern,Anthropic,0.3,-0.258336,0.6,0.720648,0.5,0.43326000000000003,-0.4,-0.09692799999999999,0.7,0.30714800000000003
an_ideal_husband,char_sir_robert_chiltern,Sir Robert Chiltern,Google,0.2,-0.258336,0.5,0.720648,-0.3,0.43326000000000003,0.1,-0.09692799999999999,0.6,0.30714800000000003
an_ideal_husband,char_mrs_cheveley,Mrs. Cheveley,OpenAI,0.5,0.751504,0.0,0.288448,0.5,0.72542,-0.75,-0.7646599999999999,0.5,0.26141999999999993
